RUT_DV,Razón social,Tramo según ventas,Número de trabajadores,Tipo de contribuyente,Actividad económica,Región,Segmento,Scored,score,vertical,pain_point,reasoning,num_hijos,num_padres,Nombre_Fantasia,Sitio_Web,Confianza_Lookup
76240120-7,RELIX S.A.,13,1277,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76240444-3,COMERCIALIZADORA E INGENIERIA MAFEM LIMITADA,10,69,PERSONA JURIDICA COMERCIAL,FABRICACION DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76240589-K,SOCIEDAD DE INVERSIONES Y TRANSPORTE RIO CALLE CALLE LIMITADA,9,21,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
76240769-8,TRANSPORTES GUTIERREZ SPA,8,17,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,IV REGION COQUIMBO,Utilities / Infraestructura,False,,,,,,,,,
76240825-2,CABAL SERVICIOS SOCIEDAD POR ACCIONES,9,33,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,III REGION DE ATACAMA,Utilities / Infraestructura,False,,,,,,,,,
76241021-4,EURAM CHILE SPA.,11,55,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS TEXTILES N.C.P.,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
76241126-1,LA FLOR DE ITALIA SPA,8,36,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,I REGION DE TARAPACA,Manufactura / Retail,False,,,,,,,,,
76241337-K,INVERSIONES OTEY LIMITADA,12,21,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE PRODUCTOS DEL MAR (PESCADOS, MARISCOS Y ALGAS)",VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76241342-6,VEAS RENTAL SPA,8,17,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
76241619-0,GUSTAVO CUGAT GONZALEZ TRANSPORTES DE CARGA EMPRESA INDIVIDUAL DE RESPONSABILIDA,10,60,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Utilities / Infraestructura,False,,,,,,,,,
76241864-9,SERVICIOS INTEGRALES DE RECAUDACION Y COBRANZAS LIMITADA,8,28,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE AGENCIAS DE COBRO,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76241903-3,CONSTRUCTORA LUIS ALVAREZ MUNOZ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,9,65,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76242120-8,SOLUCIONES SANITARIAS LINCOYAN SPA,9,75,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76242341-3,AUTOKAS SOCIEDAD ANONIMA,11,44,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76242604-8,MOLISAC SOCIEDAD ANONIMA,8,15,PERSONA JURIDICA COMERCIAL,"FABRICACION DE ARTICULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76242685-4,VINOS RAVANAL LIMITADA,9,34,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
76242775-3,CONSTRUCTORA BERSA C.C. SPA,11,274,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76242857-1,MUELLAJE CENTRAL S.A.,12,812,PERSONA JURIDICA COMERCIAL,MANIPULACION DE LA CARGA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
76243089-4,COMERCIAL ABA S.A.,9,19,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76243199-8,PANADERIA SMOLKO LIMITADA,9,74,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XIV REGION DE LOS RIOS,Manufactura / Retail,False,,,,,,,,,
76243301-K,GEONET SPA,8,29,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE TELECOMUNICACIONES ALAMBRICAS N.C.P.,VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
76243577-2,MAYSER SPA,8,67,PERSONA JURIDICA COMERCIAL,"FABRICACION DE CARROCERIAS PARA VEHICULOS AUTOMOTORES, FABRICACION DE REMOLQUES Y SEMIRREMOLQUES",VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
76243833-K,CONSTRUCTORA MAVA SPA,11,372,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76243865-8,LRA TRANSPORTES LIMITADA,9,17,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,IX REGION DE LA ARAUCANIA,Utilities / Infraestructura,False,,,,,,,,,
76244049-0,PRO DRILLING S.A.,12,520,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76244065-2,TRANSPORTES SOTRABUS S.A.,10,281,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,II REGION DE ANTOFAGASTA,Utilities / Infraestructura,False,,,,,,,,,
76244206-K,ROTHO BLAAS CHILE SPA,8,11,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y CONSTRUCCION",XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76244460-7,LARA RAMIREZ LIMITADA,10,163,PERSONA JURIDICA COMERCIAL,EXTRACCION Y PROCESAMIENTO DE COBRE,II REGION DE ANTOFAGASTA,Mining / Energía,False,,,,,,,,,
76244562-K,TRANSPORTES SA & MO LTDA,8,34,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76244590-5,SERVICIOS FORESTALES Y DE CONSTRUCCION LIMITADA,11,355,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76244736-3,SOCIEDAD FUENTES Y GAVILAN SPA,10,30,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,VIII REGION DEL BIO BIO,Mining / Energía,False,,,,,,,,,
76244993-5,ECOSTANDARD SPA,8,54,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
76245231-6,EVALUACION AMBIENTAL INTEGRAL CONSULTORES LIMITADA,8,21,PERSONA JURIDICA COMERCIAL,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76245380-0,TRANSPORTES HCH LIMITADA,8,43,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76245687-7,KURA BIOTECH SPA,10,91,PERSONA JURIDICA COMERCIAL,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS",X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76245745-8,CONSTRUCTORA CALAN SPA,12,570,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76245806-3,GREAT PLAINS STAINLESS S.A.,8,11,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76245815-2,IMAX CONTRATISTA SPA,9,219,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,II REGION DE ANTOFAGASTA,Mining / Energía,False,,,,,,,,,
76245828-4,PORSCHE CHILE SPA,13,187,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76245925-6,TRANSPORTES PEDRO JUAN MEDINA ARRIAGADA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LI,8,40,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VIII REGION DEL BIO BIO,Utilities / Infraestructura,False,,,,,,,,,
76246569-8,ASERRADERO LONCOCHE S.A.,11,639,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
76246617-1,QUALITY WATER SERVICE CHILE SPA,11,142,PERSONA JURIDICA COMERCIAL,"CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76246656-2,REPARACIONES EXPRESS SPA,9,38,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76246882-4,ENERGIA COLLIL S.A.,8,14,PERSONA JURIDICA COMERCIAL,GENERACION DE ENERGIA ELECTRICA EN CENTRALES HIDROELECTRICAS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76246920-0,CONSTRUCTORA DACABER SPA,10,225,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76246947-2,TRES TORRES SPA,9,64,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76247273-2,ECHEVERRIA IZQUIERDO EDIFICACIONES S.A.,13,1171,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76247274-0,PATAGONIA FACTORING S.A.,9,24,PERSONA JURIDICA COMERCIAL,"OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.",X REGION LOS LAGOS,Financiero,False,,,,,,,,,
76247358-5,MAGA SPA,9,67,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
76247403-4,MARCO ANTONIO PADILLA LOPEZ INGENIERIA FABRICACION Y MONTAJE INDUSTRIAL SOCIEDAD,8,56,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76247722-K,FRANCISCO HERNAN RIQUELME CORREA SERVICIOS INDUSTRIALES EMPRESA INDIVIDUAL DE RE,9,138,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76247810-2,NAZAR DISTRIBUCION LIMITADA,11,539,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76247989-3,CUNHA Y LUZ S.A.,9,38,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76248024-7,TRANSPORTES Y LOGISTICA INTEGRADOS PETRA LIMITADA,8,52,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76248059-K,BODEGAS SANTA LUCIA LIMITADA,9,12,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
76248127-8,CHEMTROL CHILE LIMITADA,8,29,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76248477-3,TRANSPORTES MARIA DE LAS MERCEDES SEPULVEDA VERGARA Y COMPANIA LIMITADA,8,85,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XVI REGION DE ÑUBLE,Utilities / Infraestructura,False,,,,,,,,,
76248671-7,MAR FUSION S.A.,13,192,PERSONA JURIDICA COMERCIAL,ELABORACION DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL (EXCEPTO ELABORACION DE MANTEQUILLA),VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76248700-4,LIZAMA Y CIA LTDA,8,11,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
76248789-6,ASESORIAS E INVERSIONES CAF SPA,8,47,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76248928-7,WIRCOM TELECOMUNICACIONES SPA,8,12,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
76248962-7,OCEAN SPRAY CHILE SPA,12,203,PERSONA JURIDICA COMERCIAL,"ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS",XIV REGION DE LOS RIOS,Manufactura / Retail,False,,,,,,,,,
76249042-0,SOCIEDAD CONSTRUCCIONES GMC LIMITADA,9,16,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76249066-8,COMERCIAL CARNES EL QUINCHO LIMITADA,11,17,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CARNICOS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76249099-4,BESALCO ENERGIA RENOVABLE S.A.,13,1552,PERSONA JURIDICA COMERCIAL,GENERACION DE ENERGIA ELECTRICA EN CENTRALES HIDROELECTRICAS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76249448-5,MEGALUX (CHILE) SPA,11,170,PERSONA JURIDICA COMERCIAL,"FABRICACION DE INSTRUMENTOS Y MATERIALES MEDICOS, OFTALMOLOGICOS Y ODONTOLOGICOS N.C.P.",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76250013-2,ARIDOS MADESAL SPA,11,44,PERSONA JURIDICA COMERCIAL,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA",VIII REGION DEL BIO BIO,Mining / Energía,False,,,,,,,,,
76250416-2,FORESTAL VICENTE ROMAN LOPEZ CALVO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITAD,11,12,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76250433-2,TRANSPORTES Y SERVICIOS FIERRO Y VERA  SPA,8,11,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VIII REGION DEL BIO BIO,Utilities / Infraestructura,False,,,,,,,,,
76250451-0,TRANSPORTES ZLATAN LIMITADA,8,19,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VIII REGION DEL BIO BIO,Utilities / Infraestructura,False,,,,,,,,,
76250749-8,GUIDO BRAVO TORO INGENIERIA CIVIL INTEGRAL Y CONSTRUCCION E.I.R.L,8,58,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,III REGION DE ATACAMA,Manufactura / Retail,False,,,,,,,,,
76250900-8,SERVICIOS INTEGRALES A EDIFICIOS SPA,8,24,PERSONA JURIDICA COMERCIAL,"INSTALACIONES DE GASFITERIA, CALEFACCION Y AIRE ACONDICIONADO",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76251140-1,SIENA SERVICIOS SPA,9,87,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76251150-9,VM SERVICIOS Y MATERIALES METALICOS LIMITADA,8,19,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76251380-3,INVERSIONES Y TRANSPORTES ROJAS LIMITADA,11,203,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,IV REGION COQUIMBO,Utilities / Infraestructura,False,,,,,,,,,
76251498-2,CONSTRUCTORA LEBEN SPA,11,565,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76251550-4,LOFGHAM ELECTROMECANICA SPA,10,75,PERSONA JURIDICA COMERCIAL,"FABRICACION DE MOTORES, GENERADORES Y TRANSFORMADORES ELECTRICOS, APARATOS DE DISTRIBUCION Y CONTROL",II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
76251705-1,SOCIEDAD TRANSMARINE SOTO LIMITADA,8,34,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE PASAJEROS MARITIMO Y DE CABOTAJE,X REGION LOS LAGOS,Utilities / Infraestructura,False,,,,,,,,,
76251922-4,GROS CONSTRUCCIONES LIMITADA,9,78,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,VIII REGION DEL BIO BIO,Mining / Energía,False,,,,,,,,,
76251964-K,INGENIERIA Y SERVICIOS INDUSTRIALES R & M SPA,10,145,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,VIII REGION DEL BIO BIO,Mining / Energía,False,,,,,,,,,
76252280-2,CONSTRUCTORA PATAGONIA LIMITADA,9,93,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76252386-8,AUTOBUSES DEL SUR LIMITADA,11,117,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS,X REGION LOS LAGOS,Utilities / Infraestructura,False,,,,,,,,,
76252405-8,LABORATORIO TERRA LIMITADA,8,53,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76252437-6,EMPRESAS FELPA SOCIEDAD POR ACCIONES,9,237,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,IV REGION COQUIMBO,Utilities / Infraestructura,False,,,,,,,,,
76252449-K,CREA INGENIERÍA ARQUITECTURA Y CONSTRUCCIÓN LIMITADA,8,57,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIV REGION DE LOS RIOS,Manufactura / Retail,False,,,,,,,,,
76252952-1,INGENIERIA Y CONSTRUCCION SANDOR ALEXIS PEZOA SAEZ E.I.R.L,9,30,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76252984-K,SERVICIOS ELECTRONICOS Y TELECOMUNICACIONES MICROWAVE SPA,8,13,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76253039-2,SOCIEDAD DE TRANSPORTE DE PASAJEROS TOLOZA LIMITADA,8,16,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS,VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
76253140-2,SOC COMERCIALIZADORA Y DE SERVICIOS GM LIMITADA,10,96,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
76253168-2,INVERSIONES A.E. SPA,9,159,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76253191-7,TRANSPORTES  INMOBILIARIA E INVERSIONES TAUROS S. A.,9,102,PERSONA JURIDICA COMERCIAL,"TRATAMIENTO Y REVESTIMIENTO DE METALES, MAQUINADO",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76253241-7,PROGEMIN MAQUINARIAS Y SERVICIOS SPA,8,95,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,I REGION DE TARAPACA,Mining / Energía,False,,,,,,,,,
76253278-6,STEPHENS EMBARQUES DE EXPORTACION SPA,9,82,PERSONA JURIDICA COMERCIAL,MANIPULACION DE LA CARGA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
76253400-2,CLAUDIO ENRIQUE CONTRERAS RAMIREZ SUPERMERCADOS EMPRESA INDIVIDUAL DE RESPONSABI,9,27,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
76253627-7,CONSTRUCTORA SANTA FE LIMITADA,10,188,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
76253631-5,MALFANTI  S.A.,11,84,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE PLASTICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76253641-2,BICICLETAS PUBLICAS DE SANTIAGO SPA,9,94,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76253749-4,SERVICIOS FINANCIEROS NEWCAPITAL SPA,12,45,PERSONA JURIDICA COMERCIAL,LEASING FINANCIERO,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76254053-3,SOCIEDAD COMERCIAL GEOSTELLEN  SPA,8,30,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76254135-1,ALMACENAJE Y LOGISTICA DEL NORTE SPA,10,95,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,I REGION DE TARAPACA,Utilities / Infraestructura,False,,,,,,,,,
76254877-1,SERVICIOS DE TELECOMUNICACIONES INTERCABLE LIMITADA,8,39,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76255044-K,RENNER COATINGS CHILE SPA,12,183,PERSONA JURIDICA COMERCIAL,"FABRICACION DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76255054-7,PLANTA RECUPERADORA DE METALES SPA,12,145,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE OTROS METALES NO FERROSOS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76255178-0,"TRIO ARQUITECTURA, DISENO Y CONSTRUCCION SPA",8,13,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76255298-1,SOCIEDAD COMERCIAL DE INGENIERIA Y CONTRUCCION ELISUR SPA,10,451,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76255490-9,D G C MONTAJES ELECTRICOS LIMITADA,10,328,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76255566-2,MONTAJES INDUSTRIALES TECNOINOX LIMITADA,9,81,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76255606-5,PLANTA DE TRATAMIENTO DE RILES RILSA SPA,8,39,PERSONA JURIDICA COMERCIAL,EVACUACION Y TRATAMIENTO DE AGUAS SERVIDAS,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
