RUT_DV;Razón social;Tramo según ventas;Número de trabajadores;Tipo de contribuyente;Actividad económica;Región;Segmento;Scored;score;vertical;pain_point;reasoning;num_hijos;num_padres;Nombre_Fantasia;Sitio_Web;Confianza_Lookup
59171800-2;FCC CONSTRUCCION S.A. AGENCIA EN CHILE;13;404;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;53.0;Manufactura Retail;Gestión y evaluación de riesgos de una cadena compleja de proveedores en manufactura y retail, con múltiples empresas hijas que requieren debida diligencia integrada.;FCC Construcción es una gran empresa (404 trabajadores, 2 empresas hijas) en manufactura/retail sin regulación específica de entidades como CMF, Sernageomin o CNE. Dada su tamaño y estructura, probablemente maneja entre 50-200 proveedores (estimación conservadora para empresa de este segmento con operaciones diversificadas). No hay señal externa reportada. El pain point principal es la complejidad de evaluar múltiples proveedores y colaboradores en una cadena de suministro extendida, que es exactamente lo que Plutto resuelve.;2.0;0.0;;;
53104170-4;VALLEJOS TRANSPORTES LIMITADA;8;58;SIN PER. JURIDICA;TRANSPORTE DE CARGA POR CARRETERA;V REGION VALPARAISO;Utilities / Infraestructura;True;53.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en la cadena de suministro de transporte e infraestructura, cumplimiento normativo ante reguladores como CNE y fiscalización de proveedores y colaboradores.;VALLEJOS TRANSPORTES es una empresa mediana (58 trabajadores) del sector Utilities/Infraestructura en V Región. Como empresa de transporte e infraestructura, está sujeta a regulación de la CNE y normativas de seguridad vial, por lo que asignamos 15 puntos en regulación. Estimamos 50-200 proveedores típicos para una empresa de este tamaño y giro (combustible, repuestos, mantenimiento, servicios logísticos), asignando 15 puntos. Sin señal externa reportada (N/A), asignamos 0 puntos. El pain_point se enfoca en la debida diligencia de proveedores y cumplimiento regulatorio, necesidades clave para empresas de infraestructura.;1.0;0.0;;;
59141000-8;DNB GROUP AGENCIA EN CHILE;10;14;SOCIEDADES EXTRANJERAS;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.;XIII REGION METROPOLITANA;Financiero;True;53.0;Financiero;Gestión de riesgos de cumplimiento regulatorio y debida diligencia en proveedores y contrapartes del sector financiero;DNB GROUP es una agencia financiera regulada por la CMF (Comisión para el Mercado Financiero) en Chile, lo que otorga 15 puntos por regulación. Como empresa financiera de tamaño mediano (14 trabajadores, gran empresa según cálculo), probablemente maneja entre 50-200 proveedores y contrapartes comerciales, justificando 15 puntos. Sin señal externa reportada (N/A), asigna 0 puntos. El sector financiero enfrenta presiones regulatorias crecientes que hacen crítica la evaluación de riesgos en proveedores y clientes.;0.0;0.0;;;
50413920-4;CASTHER SPA.;9;79;PERSONA JURIDICA COMERCIAL;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.;III REGION DE ATACAMA;Utilities / Infraestructura;True;53.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores críticos en infraestructura, cumplimiento normativo ante reguladores como CNE y evaluación de idoneidad de colaboradores en operaciones de servicios esenciales.;CASTHER SPA opera en el sector Utilities/Infraestructura en la Región de Atacama, lo que implica regulación probable por CNE (Comisión Nacional de Energía) dada la naturaleza de este vertical (puntos regulación: 15). Con 79 trabajadores (mediana empresa) y 1 empresa hija, la estructura sugiere operaciones que requerirían una cadena de proveedores moderada, estimada entre 50-200 proveedores típicos de empresas de infraestructura de este tamaño (puntos proveedores: 15). No hay señal externa reportada (N/A), por lo que puntos señal: 0. El pain point refleja la necesidad crítica de due diligence en este sector altamente regulado.;1.0;0.0;;;
52001387-3;INVERSIONES IMPERIA SPA;9;131;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;I REGION DE TARAPACA;Utilities / Infraestructura;True;53.0;Utilities/Infraestructura;Gestión de cumplimiento regulatorio y evaluación de riesgos en la cadena de suministro de infraestructura crítica.;La empresa opera en el sector Utilities/Infraestructura en la I Región de Tarapacá (zona minera y de energía). Esta vertical está regulada por la CNE (Comisión Nacional de Energía) y potencialmente Sernageomin dado el contexto geográfico. Con 131 trabajadores (mediana empresa) e infraestructura crítica, probablemente gestiona entre 50-200 proveedores para operaciones y mantenimiento. Sin señal externa reportada (N/A). El pain_point se centra en cumplimiento regulatorio y debida diligencia de proveedores, áreas clave para Plutto en este sector.;1.0;0.0;;;
52001698-8;EUGENIO NEGRETE AGUILAR E I R L;9;270;PERSONA JURIDICA COMERCIAL;OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.;X REGION LOS LAGOS;Utilities / Infraestructura;True;52.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en cadena de proveedores de infraestructura crítica, cumplimiento regulatorio de CNE y auditoría de proveedores.;Empresa mediana (270 trabajadores) en sector Utilities/Infraestructura en Los Lagos está regulada por CNE (Comisión Nacional de Energía) dado su giro. Como empresa de infraestructura de tramo SII 9, probablemente maneja entre 50-200 proveedores para operaciones y mantenimiento. Sin señales externas reportadas (N/A). El sector requiere debida diligencia rigurosa en proveedores por naturaleza crítica de operaciones.;0.0;0.0;;;
61959100-3;EMPRESA PORTUARIA CHACABUCO;9;43;INSTITUCIONES FISCALES;OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.;XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;Utilities / Infraestructura;True;50.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores en operaciones portuarias críticas, asegurando cumplimiento regulatorio y continuidad operacional.;Como empresa portuaria en Chile, EMPRESA PORTUARIA CHACABUCO está regulada por la Superintendencia de Puertos (entidad relevante en infraestructura portuaria) y potencialmente por la CNE dado el sector utilities. Se asignan 15 puntos por regulación. Con 43 trabajadores (mediana) y operaciones portuarias, se estima que maneja entre 50-200 proveedores (logística, mantención, servicios portuarios), asignando 15 puntos. Sin señal externa reportada (N/A), se asignan 0 puntos. El pain point principal es la debida diligencia de proveedores críticos en un entorno altamente regulado.;1.0;1.0;;;
52005405-7;OLGA TORO PIZARRO CONSTRUCTORA E I R L;8;70;PERSONA JURIDICA COMERCIAL;TERMINACION Y ACABADO DE EDIFICIOS;IV REGION COQUIMBO;Mining / Energía;True;50.0;Mining/Energía;Gestión y evaluación de riesgos de proveedores en cadena de suministro minera, cumplimiento normativo con Sernageomin y estándares de seguridad operacional.;La empresa es constructora en el sector mining/energía (giro explícito), ubicada en Coquimbo (región minera). Como mediana empresa (70 trabajadores) en este sector está probablemente regulada por Sernageomin. Estima 50-200 proveedores típicos para una constructora de este tamaño en mining (materiales, equipos, subcontratistas). Sin señal externa reportada (N/A). El principal dolor es la debida diligencia continua de proveedores dado el régimen regulatorio minero y riesgos operacionales.;0.0;0.0;;;
59191540-1;MARKEN SOUTH AMERICA LIMITED CHILE BRANCH;8;15;SOCIEDADES EXTRANJERAS;TRANSPORTE DE CARGA POR CARRETERA;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;50.0;Utilities/Infraestructura;Gestionar y validar el cumplimiento regulatorio de proveedores y colaboradores en infraestructura, mitigando riesgos de sanciones por incumplimiento normativo de la CNE.;Como empresa de utilities/infraestructura en Chile, MARKEN está probablemente regulada por CNE (Comisión Nacional de Energía), otorgando 15 puntos en regulación. Con 15 trabajadores (mediana) y estructura empresarial con matriz internacional, estima ~80-120 proveedores (rango 50-200), asignando 15 puntos. Sin señal externa explícita, 0 puntos. El pain_point se enfoca en validación regulatoria de terceros, problema crítico en sectores regulados donde el incumplimiento del proveedor afecta directamente al regulado.;1.0;1.0;;;
50207400-8;SOCIEDAD DE TRANSPORTE  Y ARIDOS MAQUEHUE LIMITADA;8;57;SIN PER. JURIDICA;EXTRACCION DE PIEDRA, ARENA Y ARCILLA;IX REGION DE LA ARAUCANIA;Mining / Energía;True;50.0;Mining/Energía;Gestión de cumplimiento regulatorio y evaluación de riesgos en la cadena de proveedores de transporte y áridos, considerando normativas ambientales y de seguridad minera.;La empresa opera en el sector Mining/Energía (transporte y áridos), lo que la expone a regulación de Sernageomin y posiblemente CNE. Con 57 trabajadores (mediana), es probable que maneje entre 50-200 proveedores considerando la naturaleza de operaciones de transporte y extracción. No hay señal externa registrada (N/A). Como empresa mediana en sector regulado con múltiples proveedores, requiere debida diligencia continua para cumplimiento normativo.;0.0;1.0;;;
72299400-0;JUNTA DE VIGILANCIA DEL RIO ELQUI Y SUS AFLUENTES;9;24;ORG. SIN FINES DE LUCRO;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;IV REGION COQUIMBO;Utilities / Infraestructura;True;50.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores en infraestructura hídrica, cumplimiento normativo ambiental y regulatorio de la DGA.;La empresa es una junta de vigilancia de agua en Coquimbo, claramente regulada por la DGA (Dirección General de Aguas) y normativa ambiental. Como entidad de infraestructura crítica hídrica, está bajo supervisión estatal aunque no por CMF, Sernageomin, SEC o CNE explícitamente. Se asignó 15 puntos por regulación existente. Con 24 trabajadores (mediana), gestiona riego en la región, estimando 50-200 proveedores (constructores, consultores, servicios), asignando 15 puntos. Sin señal externa reportada (N/A = 0 puntos). El pain_point es la debida diligencia de proveedores críticos en infraestructura hídrica sujeta a regulación ambiental.;1.0;0.0;;;
70011730-8;COOPERATIVA DE AGUA POTABLE SANTO DOMINGO LIMITADA;9;59;ORG. SIN FINES DE LUCRO;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;V REGION VALPARAISO;Utilities / Infraestructura;True;50.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores críticos en servicios de agua potable, asegurando cumplimiento normativo de la Superintendencia de Servicios Sanitarios.;La empresa es una cooperativa de agua potable, claramente regulada por entidades como la Superintendencia de Servicios Sanitarios (15 puntos regulación). Con 59 trabajadores (mediana) y operaciones de infraestructura crítica, probablemente maneja entre 50-200 proveedores para mantenimiento, químicos, equipos y servicios técnicos (15 puntos proveedores). No hay señal externa registrada (0 puntos). El vertical ya venía clasificado correctamente. Como empresa de utilidad pública con alta regulación, tiene pain points importantes en debida diligencia de proveedores y cumplimiento normativo, que es exactamente lo que Plutto resuelve.;0.0;0.0;;;
76000258-5;SOCIEDAD AGRICOLA Y COMERCIAL EL ALMENDRO LIMITADA;8;51;PERSONA JURIDICA COMERCIAL;VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS;XVI REGION DE ÑUBLE;Manufactura / Retail;True;50.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores agrícolas y comerciales, especialmente considerando sus 3 empresas hijas y operaciones en manufactura retail.;La empresa es una mediana empresa (51 trabajadores) en Manufactura Retail sin regulación específica de entidades como CMF, Sernageomin, SEC o CNE. No presenta señal externa reportada. Dada su tamaño medio, estructura con empresas hijas y operaciones en manufactura/retail, se estima que maneja entre 50-200 proveedores (15 puntos), rango típico para empresas de este perfil que requieren múltiples insumos y distribución comercial. Su estructura corporativa y giro hacen que Plutto pueda aportar valor en evaluación de proveedores y gestión de riesgos operacionales.;3.0;0.0;;;
59087740-9;SITA  B V CHILE;9;12;SOCIEDADES EXTRANJERAS;OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;50.0;Utilities/Infraestructura;Gestión de cumplimiento regulatorio y debida diligencia de proveedores críticos en infraestructura;SITA BV Chile opera en el sector Utilities/Infraestructura, que está fuertemente regulado por la CNE (Comisión Nacional de Energía) en Chile, justificando 15 puntos en regulación. Con 12 trabajadores es una empresa mediana que probablemente gestiona entre 50-200 proveedores (típico en infraestructura/utilities), otorgando 15 puntos. No hay señal externa reportada (N/A), por lo que 0 puntos en señal. El sector requiere alta compliance regulatoria y evaluación constante de proveedores, haciendo Plutto altamente relevante.;1.0;1.0;;;
59032420-5;RIO TINTO MINING AND EXPLORATION LIMITED;9;64;SOCIEDADES EXTRANJERAS;EXPLOTACION DE OTRAS MINAS Y CANTERAS N.C.P.;XIII REGION METROPOLITANA;Mining / Energía;True;50.0;Mining/Energía;Gestión de cumplimiento regulatorio y debida diligencia de proveedores en operaciones mineras con múltiples estándares internacionales y locales;Rio Tinto es una empresa minera internacional operando en Chile. (1) Regulación: 15 puntos - La industria minera está regulada por Sernageomin (autoridad de minería) y está sujeta a regulaciones ambientales y de seguridad. Rio Tinto, como gran operador minero, debe cumplir regulaciones relevantes. (2) Proveedores: 15 puntos - Una empresa de este tamaño (64 trabajadores) operando en minería típicamente maneja entre 50-200 proveedores, considerando cadenas de suministro para operaciones, mantenimiento y servicios especializados. (3) Señal externa: 0 puntos - No se proporcionó información de señal externa (N/A). Como empresa mediana regulada en sector crítico, es cliente potencial de Plutto para evaluar y monitorear proveedores y cumplimiento normativo.;0.0;0.0;;;
76002581-K;SOMYL S.A.;9;182;PERSONA JURIDICA COMERCIAL;OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;50.0;Utilities/Infraestructura;Gestión de cumplimiento regulatorio y debida diligencia de proveedores en cadena de suministro de infraestructura crítica;SOMYL S.A. es una empresa mediana (182 trabajadores, tramo SII 9) en el sector Utilities/Infraestructura. Las empresas de este vertical están típicamente reguladas por la CNE (Comisión Nacional de Energía) u organismos similares de superintendencia de servicios básicos, lo que justifica 15 puntos en regulación. Con 182 trabajadores en infraestructura, probablemente gestiona entre 50-200 proveedores (15 puntos) considerando la naturaleza de proyectos de utilidad pública. Sin señal externa reportada (N/A = 0 puntos). El pain point principal es la necesidad de verificar y monitorear proveedores/contratistas en cumplimiento normativo, dado el carácter regulado del sector.;0.0;1.0;;;
